score_id,date,country_code,currency,inflation_score,labor_score,growth_score,inflation_contributors,labor_contributors,growth_contributors,inflation_weight,labor_weight,growth_weight,mandate_type,cb_pressure_normalized,cb_strength_score,direction_score,strength_label,trend_label,confidence,categories_available,total_contributors,processed_at
1,2020-01-23,AU,AUD,,,-1.000000,0,0,1,1.5000,1.0000,0.5000,dual,-1.000000,-0.707107,,mild_weak,flat,low,1,1,2026-05-03T20:30:00.072964+00:00
2,2020-01-24,AU,AUD,,,-1.000000,0,0,1,1.5000,1.0000,0.5000,dual,-1.000000,-0.904373,,mild_weak,flat,low,1,1,2026-05-03T20:30:00.072964+00:00
3,2020-01-29,AU,AUD,,,-1.000000,0,0,1,1.5000,1.0000,0.5000,dual,-1.000000,-0.904373,,mild_weak,flat,low,1,1,2026-05-03T20:30:00.072964+00:00
4,2020-01-30,AU,AUD,,,-1.000000,0,0,1,1.5000,1.0000,0.5000,dual,-1.000000,-1.116946,,weak,flat,low,1,1,2026-05-03T20:30:00.072964+00:00
5,2020-01-31,AU,AUD,,,-1.000000,0,0,1,1.5000,1.0000,0.5000,dual,-1.000000,-1.108470,,weak,flat,low,1,1,2026-05-03T20:30:00.072964+00:00
6,2020-02-03,AU,AUD,,,-1.000000,0,0,1,1.5000,1.0000,0.5000,dual,-1.000000,-1.081633,,weak,flat,low,1,1,2026-05-03T20:30:00.072964+00:00
7,2020-02-04,AU,AUD,,,1.555635,0,0,1,1.5000,1.0000,0.5000,dual,1.555635,1.040531,,strong,flat,low,1,1,2026-05-03T20:30:00.072964+00:00
8,2020-02-05,AU,AUD,,,1.555635,0,0,1,1.5000,1.0000,0.5000,dual,1.555635,1.150333,,strong,flat,low,1,1,2026-05-03T20:30:00.072964+00:00
9,2020-02-06,AU,AUD,,,0.077818,0,0,2,1.5000,1.0000,0.5000,dual,0.077818,-0.816782,,mild_weak,flat,low,1,2,2026-05-03T20:30:00.072964+00:00
10,2020-02-07,AU,AUD,,,0.077818,0,0,2,1.5000,1.0000,0.5000,dual,0.077818,-0.578641,,mild_weak,flat,low,1,2,2026-05-03T20:30:00.072964+00:00
11,2020-02-10,AU,AUD,,,0.077818,0,0,2,1.5000,1.0000,0.5000,dual,0.077818,-0.484960,,mild_weak,flat,low,1,2,2026-05-03T20:30:00.072964+00:00
12,2020-02-11,AU,AUD,,,0.077818,0,0,2,1.5000,1.0000,0.5000,dual,0.077818,-0.559052,,mild_weak,flat,low,1,2,2026-05-03T20:30:00.072964+00:00
13,2020-02-14,AU,AUD,,,0.077818,0,0,2,1.5000,1.0000,0.5000,dual,0.077818,-0.602951,,mild_weak,flat,low,1,2,2026-05-03T20:30:00.072964+00:00
14,2020-02-16,AU,AUD,,,0.077818,0,0,2,1.5000,1.0000,0.5000,dual,0.077818,-0.602951,,mild_weak,flat,low,1,2,2026-05-03T20:30:00.072964+00:00
15,2020-02-17,AU,AUD,,,0.077818,0,0,2,1.5000,1.0000,0.5000,dual,0.077818,-0.556500,,mild_weak,flat,low,1,2,2026-05-03T20:30:00.072964+00:00
16,2020-02-18,AU,AUD,,,0.077818,0,0,2,1.5000,1.0000,0.5000,dual,0.077818,-0.463773,,mild_weak,flat,low,1,2,2026-05-03T20:30:00.072964+00:00
17,2020-02-19,AU,AUD,,,0.077818,0,0,2,1.5000,1.0000,0.5000,dual,0.077818,-0.593656,,mild_weak,flat,low,1,2,2026-05-03T20:30:00.072964+00:00
18,2020-02-20,AU,AUD,,-6.280000,-1.421688,0,2,2,1.5000,1.0000,0.5000,dual,-4.660563,-2.013377,,weak,flat,medium,2,4,2026-05-03T20:30:00.072964+00:00
19,2020-02-21,AU,AUD,,-6.280000,-1.421688,0,2,2,1.5000,1.0000,0.5000,dual,-4.660563,-1.988505,,weak,flat,medium,2,4,2026-05-03T20:30:00.072964+00:00
20,2020-02-26,AU,AUD,,-6.280000,-1.421688,0,2,2,1.5000,1.0000,0.5000,dual,-4.660563,0.365810,,mild_strong,flat,medium,2,4,2026-05-03T20:30:00.072964+00:00
21,2020-02-27,AU,AUD,,-6.280000,-1.421688,0,2,2,1.5000,1.0000,0.5000,dual,-4.660563,0.340807,,neutral,flat,medium,2,4,2026-05-03T20:30:00.072964+00:00
22,2020-02-28,AU,AUD,,-6.280000,-1.421688,0,2,2,1.5000,1.0000,0.5000,dual,-4.660563,0.341693,,neutral,flat,medium,2,4,2026-05-03T20:30:00.072964+00:00
23,2020-03-02,AU,AUD,,-6.280000,-1.421688,0,2,2,1.5000,1.0000,0.5000,dual,-4.660563,0.341753,,neutral,flat,medium,2,4,2026-05-03T20:30:00.072964+00:00
24,2020-03-03,AU,AUD,,-6.280000,-0.799340,0,2,2,1.5000,1.0000,0.5000,dual,-4.453113,0.343833,,neutral,flat,medium,2,4,2026-05-03T20:30:00.072964+00:00
25,2020-03-04,AU,AUD,,-6.280000,-0.799340,0,2,2,1.5000,1.0000,0.5000,dual,-4.453113,0.343743,,neutral,flat,medium,2,4,2026-05-03T20:30:00.072964+00:00
26,2020-03-06,AU,AUD,,-6.280000,-0.351878,0,2,2,1.5000,1.0000,0.5000,dual,-4.303959,0.346759,,neutral,flat,medium,2,4,2026-05-03T20:30:00.072964+00:00
27,2020-03-08,AU,AUD,,-6.280000,-0.351878,0,2,2,1.5000,1.0000,0.5000,dual,-4.303959,0.346676,,neutral,flat,medium,2,4,2026-05-03T20:30:00.072964+00:00
28,2020-03-09,AU,AUD,,-6.280000,-0.351878,0,2,2,1.5000,1.0000,0.5000,dual,-4.303959,0.346547,,neutral,flat,medium,2,4,2026-05-03T20:30:00.072964+00:00
29,2020-03-10,AU,AUD,,-6.280000,-0.351878,0,2,2,1.5000,1.0000,0.5000,dual,-4.303959,0.346547,,neutral,flat,medium,2,4,2026-05-03T20:30:00.072964+00:00
30,2020-03-11,AU,AUD,,-6.280000,-0.351878,0,2,2,1.5000,1.0000,0.5000,dual,-4.303959,0.346547,,neutral,flat,medium,2,4,2026-05-03T20:30:00.072964+00:00
31,2020-03-16,AU,AUD,,-6.280000,-0.351878,0,2,2,1.5000,1.0000,0.5000,dual,-4.303959,0.347488,-3.303959,neutral,weakening,medium,2,4,2026-05-03T20:30:00.072964+00:00
32,2020-03-17,AU,AUD,,-6.280000,-0.351878,0,2,2,1.5000,1.0000,0.5000,dual,-4.303959,0.347743,-3.303959,neutral,weakening,medium,2,4,2026-05-03T20:30:00.072964+00:00
33,2020-03-18,AU,AUD,,-6.280000,-0.351878,0,2,2,1.5000,1.0000,0.5000,dual,-4.303959,0.350034,-3.303959,mild_strong,weakening,medium,2,4,2026-05-03T20:30:00.072964+00:00
34,2020-03-19,AU,AUD,,0.626295,-0.351878,0,2,2,1.5000,1.0000,0.5000,dual,0.300237,0.384642,1.300237,mild_strong,improving,medium,2,4,2026-05-03T20:30:00.072964+00:00
35,2020-03-20,AU,AUD,,0.626295,-0.351878,0,2,2,1.5000,1.0000,0.5000,dual,0.300237,0.384666,1.300237,mild_strong,improving,medium,2,4,2026-05-03T20:30:00.072964+00:00
36,2020-03-23,AU,AUD,,0.626295,-5.755846,0,2,2,1.5000,1.0000,0.5000,dual,-1.501085,0.371157,-0.501085,mild_strong,weakening,medium,2,4,2026-05-03T20:30:00.072964+00:00
37,2020-03-24,AU,AUD,,0.626295,-5.755846,0,2,2,1.5000,1.0000,0.5000,dual,-1.501085,-0.789114,-3.056720,mild_weak,weakening,medium,2,4,2026-05-03T20:30:00.072964+00:00
38,2020-03-25,AU,AUD,,0.626295,-5.755846,0,2,2,1.5000,1.0000,0.5000,dual,-1.501085,-0.799868,-3.056720,mild_weak,weakening,medium,2,4,2026-05-03T20:30:00.072964+00:00
39,2020-03-26,AU,AUD,,0.626295,-5.755846,0,2,2,1.5000,1.0000,0.5000,dual,-1.501085,-0.682360,-1.578903,mild_weak,weakening,medium,2,4,2026-05-03T20:30:00.072964+00:00
40,2020-03-27,AU,AUD,,0.626295,-5.755846,0,2,2,1.5000,1.0000,0.5000,dual,-1.501085,-0.682360,-1.578903,mild_weak,weakening,medium,2,4,2026-05-03T20:30:00.072964+00:00
41,2020-03-30,AU,AUD,,0.626295,-5.755846,0,2,2,1.5000,1.0000,0.5000,dual,-1.501085,-0.677727,-1.578903,mild_weak,weakening,medium,2,4,2026-05-03T20:30:00.072964+00:00
42,2020-03-31,AU,AUD,,0.626295,-5.755846,0,2,2,1.5000,1.0000,0.5000,dual,-1.501085,0.333636,-1.578903,neutral,weakening,medium,2,4,2026-05-03T20:30:00.072964+00:00
43,2020-04-01,AU,AUD,,0.626295,-5.755846,0,2,2,1.5000,1.0000,0.5000,dual,-1.501085,0.327967,-1.578903,neutral,weakening,medium,2,4,2026-05-03T20:30:00.072964+00:00
44,2020-04-02,AU,AUD,,0.626295,-1.301979,0,2,2,1.5000,1.0000,0.5000,dual,-0.016463,0.486903,-0.094281,mild_strong,weakening,medium,2,4,2026-05-03T20:30:00.072964+00:00
45,2020-04-03,AU,AUD,,0.626295,-0.741283,0,2,2,1.5000,1.0000,0.5000,dual,0.170435,0.388415,0.092617,mild_strong,improving,medium,2,4,2026-05-03T20:30:00.072964+00:00
46,2020-04-07,AU,AUD,,0.626295,-0.741283,0,2,2,1.5000,1.0000,0.5000,dual,0.170435,0.389931,0.092617,mild_strong,improving,medium,2,4,2026-05-03T20:30:00.072964+00:00
47,2020-04-09,AU,AUD,,0.626295,-0.741283,0,2,2,1.5000,1.0000,0.5000,dual,0.170435,0.434997,0.092617,mild_strong,improving,medium,2,4,2026-05-03T20:30:00.072964+00:00
48,2020-04-10,AU,AUD,,0.626295,-0.741283,0,2,2,1.5000,1.0000,0.5000,dual,0.170435,0.546471,4.830998,mild_strong,improving,medium,2,4,2026-05-03T20:30:00.072964+00:00
49,2020-04-15,AU,AUD,,0.626295,-0.741283,0,2,2,1.5000,1.0000,0.5000,dual,0.170435,0.576913,4.830998,mild_strong,improving,medium,2,4,2026-05-03T20:30:00.072964+00:00
50,2020-04-16,AU,AUD,,-0.996026,-0.741283,0,2,2,1.5000,1.0000,0.5000,dual,-0.911112,0.556514,3.749451,mild_strong,improving,medium,2,4,2026-05-03T20:30:00.072964+00:00
51,2020-04-17,AU,AUD,,-0.996026,-0.741283,0,2,2,1.5000,1.0000,0.5000,dual,-0.911112,0.552397,3.749451,mild_strong,improving,medium,2,4,2026-05-03T20:30:00.072964+00:00
52,2020-04-19,AU,AUD,,-0.996026,-0.741283,0,2,2,1.5000,1.0000,0.5000,dual,-0.911112,0.490483,3.749451,mild_strong,improving,medium,2,4,2026-05-03T20:30:00.072964+00:00
53,2020-04-21,AU,AUD,,-0.996026,-0.741283,0,2,2,1.5000,1.0000,0.5000,dual,-0.911112,0.491875,3.749451,mild_strong,improving,medium,2,4,2026-05-03T20:30:00.072964+00:00
54,2020-04-22,AU,AUD,,-0.996026,-1.976276,0,2,2,1.5000,1.0000,0.5000,dual,-1.322776,0.499277,3.130337,mild_strong,improving,medium,2,4,2026-05-03T20:30:00.072964+00:00
55,2020-04-23,AU,AUD,,-0.996026,-1.976276,0,2,2,1.5000,1.0000,0.5000,dual,-1.322776,0.496989,3.130337,mild_strong,improving,medium,2,4,2026-05-03T20:30:00.072964+00:00
56,2020-04-24,AU,AUD,,-0.996026,-1.976276,0,2,2,1.5000,1.0000,0.5000,dual,-1.322776,0.498213,2.981183,mild_strong,improving,medium,2,4,2026-05-03T20:30:00.072964+00:00
57,2020-04-27,AU,AUD,,-0.996026,-1.976276,0,2,2,1.5000,1.0000,0.5000,dual,-1.322776,0.498647,2.981183,mild_strong,improving,medium,2,4,2026-05-03T20:30:00.072964+00:00
58,2020-04-28,AU,AUD,,-0.996026,-1.976276,0,2,2,1.5000,1.0000,0.5000,dual,-1.322776,0.498651,2.981183,mild_strong,improving,medium,2,4,2026-05-03T20:30:00.072964+00:00
59,2020-04-29,AU,AUD,0.250000,-0.996026,-1.976276,2,2,2,1.5000,1.0000,0.5000,dual,-0.536388,0.514612,3.767571,mild_strong,improving,high,3,6,2026-05-03T20:30:00.072964+00:00
60,2020-04-30,AU,AUD,0.250000,-0.996026,-1.976276,2,2,2,1.5000,1.0000,0.5000,dual,-0.536388,0.517895,3.767571,mild_strong,improving,high,3,6,2026-05-03T20:30:00.072964+00:00
61,2020-05-01,AU,AUD,0.250000,-0.996026,-1.976276,2,2,2,1.5000,1.0000,0.5000,dual,-0.536388,0.517945,3.767571,mild_strong,improving,high,3,6,2026-05-03T20:30:00.072964+00:00
62,2020-05-04,AU,AUD,0.250000,-0.996026,-0.542764,2,2,2,1.5000,1.0000,0.5000,dual,-0.297469,0.521643,4.006490,mild_strong,improving,high,3,6,2026-05-03T20:30:00.072964+00:00
63,2020-05-05,AU,AUD,0.250000,-0.996026,-0.542764,2,2,2,1.5000,1.0000,0.5000,dual,-0.297469,0.521667,4.006490,mild_strong,improving,high,3,6,2026-05-03T20:30:00.072964+00:00
64,2020-05-06,AU,AUD,0.250000,-0.996026,5.467105,2,2,2,1.5000,1.0000,0.5000,dual,0.704175,0.540711,0.403938,mild_strong,improving,high,3,6,2026-05-03T20:30:00.072964+00:00
65,2020-05-07,AU,AUD,0.250000,-0.996026,5.467105,2,2,2,1.5000,1.0000,0.5000,dual,0.704175,0.538811,0.403938,mild_strong,improving,high,3,6,2026-05-03T20:30:00.072964+00:00
66,2020-05-08,AU,AUD,0.250000,-0.996026,5.467105,2,2,2,1.5000,1.0000,0.5000,dual,0.704175,0.964544,2.205260,mild_strong,improving,high,3,6,2026-05-03T20:30:00.072964+00:00
67,2020-05-12,AU,AUD,0.250000,-0.996026,5.467105,2,2,2,1.5000,1.0000,0.5000,dual,0.704175,0.979277,2.205260,mild_strong,improving,high,3,6,2026-05-03T20:30:00.072964+00:00
68,2020-05-13,AU,AUD,0.250000,-0.996026,5.467105,2,2,2,1.5000,1.0000,0.5000,dual,0.704175,1.074136,2.205260,strong,improving,high,3,6,2026-05-03T20:30:00.072964+00:00
69,2020-05-14,AU,AUD,0.250000,-28.842853,5.467105,2,2,2,1.5000,1.0000,0.5000,dual,-8.578100,-1.256827,-7.077015,weak,weakening,high,3,6,2026-05-03T20:30:00.072964+00:00
70,2020-05-15,AU,AUD,0.250000,-28.842853,5.467105,2,2,2,1.5000,1.0000,0.5000,dual,-8.578100,-1.254353,-7.077015,weak,weakening,high,3,6,2026-05-03T20:30:00.072964+00:00
71,2020-05-19,AU,AUD,0.250000,-28.842853,5.467105,2,2,2,1.5000,1.0000,0.5000,dual,-8.578100,-1.262347,-7.077015,weak,weakening,high,3,6,2026-05-03T20:30:00.072964+00:00
72,2020-05-20,AU,AUD,0.250000,-28.842853,5.976717,2,2,2,1.5000,1.0000,0.5000,dual,-8.493165,-1.569315,-6.992080,weak,weakening,high,3,6,2026-05-03T20:30:00.072964+00:00
73,2020-05-21,AU,AUD,0.250000,-28.842853,5.976717,2,2,2,1.5000,1.0000,0.5000,dual,-8.493165,-1.557851,-6.992080,weak,weakening,high,3,6,2026-05-03T20:30:00.072964+00:00
74,2020-05-22,AU,AUD,0.250000,-28.842853,5.976717,2,2,2,1.5000,1.0000,0.5000,dual,-8.493165,-1.521469,-8.476702,weak,weakening,high,3,6,2026-05-03T20:30:00.072964+00:00
75,2020-05-25,AU,AUD,0.250000,-28.842853,5.976717,2,2,2,1.5000,1.0000,0.5000,dual,-8.493165,-1.519094,-8.663600,weak,weakening,high,3,6,2026-05-03T20:30:00.072964+00:00
76,2020-05-28,AU,AUD,0.250000,-28.842853,5.976717,2,2,2,1.5000,1.0000,0.5000,dual,-8.493165,-1.536869,-8.663600,weak,weakening,high,3,6,2026-05-03T20:30:00.072964+00:00
77,2020-05-29,AU,AUD,0.250000,-28.842853,5.976717,2,2,2,1.5000,1.0000,0.5000,dual,-8.493165,-1.071798,-8.663600,weak,weakening,high,3,6,2026-05-03T20:30:00.072964+00:00
78,2020-06-01,AU,AUD,0.250000,-28.842853,5.976717,2,2,2,1.5000,1.0000,0.5000,dual,-8.493165,-1.088903,-8.663600,weak,weakening,high,3,6,2026-05-03T20:30:00.072964+00:00
79,2020-06-02,AU,AUD,0.250000,-28.842853,6.208859,2,2,2,1.5000,1.0000,0.5000,dual,-8.454474,-1.297284,-8.624909,weak,weakening,high,3,6,2026-05-03T20:30:00.072964+00:00
80,2020-06-03,AU,AUD,0.250000,-28.842853,6.208859,2,2,2,1.5000,1.0000,0.5000,dual,-8.454474,-1.306190,-7.543362,weak,weakening,high,3,6,2026-05-03T20:30:00.072964+00:00
81,2020-06-04,AU,AUD,0.250000,-28.842853,-2.692660,2,2,2,1.5000,1.0000,0.5000,dual,-9.938061,-1.553507,-9.026949,weak,weakening,high,3,6,2026-05-03T20:30:00.072964+00:00
82,2020-06-05,AU,AUD,0.250000,-28.842853,-2.692660,2,2,2,1.5000,1.0000,0.5000,dual,-9.938061,-1.681620,-9.026949,weak,weakening,high,3,6,2026-05-03T20:30:00.072964+00:00
83,2020-06-07,AU,AUD,0.250000,-28.842853,-2.692660,2,2,2,1.5000,1.0000,0.5000,dual,-9.938061,-1.673887,-9.026949,weak,weakening,high,3,6,2026-05-03T20:30:00.072964+00:00
84,2020-06-09,AU,AUD,0.250000,-28.842853,-2.692660,2,2,2,1.5000,1.0000,0.5000,dual,-9.938061,-1.675278,-8.615285,weak,weakening,high,3,6,2026-05-03T20:30:00.072964+00:00
85,2020-06-10,AU,AUD,0.250000,-28.842853,-2.692660,2,2,2,1.5000,1.0000,0.5000,dual,-9.938061,-1.681684,-8.615285,weak,weakening,high,3,6,2026-05-03T20:30:00.072964+00:00
86,2020-06-12,AU,AUD,0.250000,-28.842853,-2.692660,2,2,2,1.5000,1.0000,0.5000,dual,-9.938061,-1.728516,-8.615285,weak,weakening,high,3,6,2026-05-03T20:30:00.072964+00:00
87,2020-06-15,AU,AUD,0.250000,-28.842853,-2.692660,2,2,2,1.5000,1.0000,0.5000,dual,-9.938061,-1.732896,-8.615285,weak,weakening,high,3,6,2026-05-03T20:30:00.072964+00:00
88,2020-06-16,AU,AUD,0.250000,-28.842853,-2.692660,2,2,2,1.5000,1.0000,0.5000,dual,-9.938061,-1.734217,-8.615285,weak,weakening,high,3,6,2026-05-03T20:30:00.072964+00:00
89,2020-06-17,AU,AUD,0.250000,-28.842853,-2.692660,2,2,2,1.5000,1.0000,0.5000,dual,-9.938061,-1.835474,-9.401673,weak,weakening,high,3,6,2026-05-03T20:30:00.072964+00:00
90,2020-06-18,AU,AUD,0.250000,-2.395961,-2.692660,2,2,2,1.5000,1.0000,0.5000,dual,-1.122430,0.404792,-0.586042,mild_strong,weakening,high,3,6,2026-05-03T20:30:00.072964+00:00
91,2020-06-19,AU,AUD,0.250000,-2.395961,-2.692660,2,2,2,1.5000,1.0000,0.5000,dual,-1.122430,0.381809,-0.586042,mild_strong,weakening,high,3,6,2026-05-03T20:30:00.072964+00:00
92,2020-06-22,AU,AUD,0.250000,-2.395961,-0.827886,2,2,2,1.5000,1.0000,0.5000,dual,-0.811635,0.497512,-0.514166,mild_strong,weakening,high,3,6,2026-05-03T20:30:00.072964+00:00
93,2020-06-23,AU,AUD,0.250000,-2.395961,-0.827886,2,2,2,1.5000,1.0000,0.5000,dual,-0.811635,0.467343,-0.514166,mild_strong,weakening,high,3,6,2026-05-03T20:30:00.072964+00:00
94,2020-06-24,AU,AUD,0.250000,-2.395961,-0.827886,2,2,2,1.5000,1.0000,0.5000,dual,-0.811635,0.470328,-1.515810,mild_strong,weakening,high,3,6,2026-05-03T20:30:00.072964+00:00
95,2020-06-25,AU,AUD,0.250000,-2.395961,-0.827886,2,2,2,1.5000,1.0000,0.5000,dual,-0.811635,0.464976,-1.515810,mild_strong,weakening,high,3,6,2026-05-03T20:30:00.072964+00:00
96,2020-06-26,AU,AUD,0.250000,-2.395961,-0.827886,2,2,2,1.5000,1.0000,0.5000,dual,-0.811635,0.319441,-1.515810,neutral,weakening,high,3,6,2026-05-03T20:30:00.072964+00:00
97,2020-06-29,AU,AUD,0.250000,-2.395961,-0.827886,2,2,2,1.5000,1.0000,0.5000,dual,-0.811635,0.348754,-1.515810,neutral,weakening,high,3,6,2026-05-03T20:30:00.072964+00:00
98,2020-06-30,AU,AUD,0.250000,-2.395961,-0.827886,2,2,2,1.5000,1.0000,0.5000,dual,-0.811635,0.181387,-1.515810,neutral,weakening,high,3,6,2026-05-03T20:30:00.072964+00:00
99,2020-07-01,AU,AUD,0.250000,-2.395961,-0.827886,2,2,2,1.5000,1.0000,0.5000,dual,-0.811635,0.183348,7.766465,neutral,improving,high,3,6,2026-05-03T20:30:00.072964+00:00
100,2020-07-02,AU,AUD,0.250000,-2.395961,-1.705031,2,2,2,1.5000,1.0000,0.5000,dual,-0.957825,0.065933,7.620275,neutral,improving,high,3,6,2026-05-03T20:30:00.072964+00:00
101,2020-07-03,AU,AUD,0.250000,-2.395961,1.858373,2,2,2,1.5000,1.0000,0.5000,dual,-0.363925,0.561413,8.214175,mild_strong,improving,high,3,6,2026-05-03T20:30:00.072964+00:00
102,2020-07-07,AU,AUD,0.250000,-2.395961,1.858373,2,2,2,1.5000,1.0000,0.5000,dual,-0.363925,0.555523,8.129240,mild_strong,improving,high,3,6,2026-05-03T20:30:00.072964+00:00
103,2020-07-08,AU,AUD,0.250000,-2.395961,1.858373,2,2,2,1.5000,1.0000,0.5000,dual,-0.363925,0.544703,8.129240,mild_strong,improving,high,3,6,2026-05-03T20:30:00.072964+00:00
104,2020-07-10,AU,AUD,0.250000,-2.395961,1.858373,2,2,2,1.5000,1.0000,0.5000,dual,-0.363925,0.525959,8.129240,mild_strong,improving,high,3,6,2026-05-03T20:30:00.072964+00:00
105,2020-07-14,AU,AUD,0.250000,-2.395961,1.858373,2,2,2,1.5000,1.0000,0.5000,dual,-0.363925,0.478194,8.129240,mild_strong,improving,high,3,6,2026-05-03T20:30:00.072964+00:00
106,2020-07-15,AU,AUD,0.250000,-2.395961,1.858373,2,2,2,1.5000,1.0000,0.5000,dual,-0.363925,0.842314,8.129240,mild_strong,improving,high,3,6,2026-05-03T20:30:00.072964+00:00
107,2020-07-16,AU,AUD,0.250000,-0.584333,1.858373,2,2,2,1.5000,1.0000,0.5000,dual,0.239951,1.460680,8.733116,strong,improving,high,3,6,2026-05-03T20:30:00.072964+00:00
108,2020-07-17,AU,AUD,0.250000,-0.584333,1.858373,2,2,2,1.5000,1.0000,0.5000,dual,0.239951,1.480667,8.733116,strong,improving,high,3,6,2026-05-03T20:30:00.072964+00:00
109,2020-07-20,AU,AUD,0.250000,-0.584333,1.858373,2,2,2,1.5000,1.0000,0.5000,dual,0.239951,1.417369,8.694425,strong,improving,high,3,6,2026-05-03T20:30:00.072964+00:00
110,2020-07-21,AU,AUD,0.250000,-0.584333,1.858373,2,2,2,1.5000,1.0000,0.5000,dual,0.239951,1.425450,8.694425,strong,improving,high,3,6,2026-05-03T20:30:00.072964+00:00
111,2020-07-22,AU,AUD,0.250000,-0.584333,1.858373,2,2,2,1.5000,1.0000,0.5000,dual,0.239951,1.293759,10.178012,strong,improving,high,3,6,2026-05-03T20:30:00.072964+00:00
112,2020-07-23,AU,AUD,0.250000,-0.584333,1.694743,2,2,2,1.5000,1.0000,0.5000,dual,0.212679,1.243548,10.150740,strong,improving,high,3,6,2026-05-03T20:30:00.072964+00:00
113,2020-07-24,AU,AUD,0.250000,-0.584333,1.694743,2,2,2,1.5000,1.0000,0.5000,dual,0.212679,1.247211,10.150740,strong,improving,high,3,6,2026-05-03T20:30:00.072964+00:00
114,2020-07-29,AU,AUD,-4.684583,-0.584333,1.694743,2,2,2,1.5000,1.0000,0.5000,dual,-2.254612,-1.737150,7.683449,weak,improving,high,3,6,2026-05-03T20:30:00.072964+00:00
115,2020-07-30,AU,AUD,-4.684583,-0.584333,1.694743,2,2,2,1.5000,1.0000,0.5000,dual,-2.254612,-1.175373,7.683449,weak,improving,high,3,6,2026-05-03T20:30:00.072964+00:00
116,2020-07-31,AU,AUD,-4.684583,-0.584333,1.694743,2,2,2,1.5000,1.0000,0.5000,dual,-2.254612,-1.601345,7.683449,weak,improving,high,3,6,2026-05-03T20:30:00.072964+00:00
117,2020-08-02,AU,AUD,-4.684583,-0.584333,1.694743,2,2,2,1.5000,1.0000,0.5000,dual,-2.254612,-1.665147,7.683449,weak,improving,high,3,6,2026-05-03T20:30:00.072964+00:00
118,2020-08-03,AU,AUD,-4.684583,-0.584333,1.694743,2,2,2,1.5000,1.0000,0.5000,dual,-2.254612,-1.731507,7.683449,weak,improving,high,3,6,2026-05-03T20:30:00.072964+00:00
119,2020-08-04,AU,AUD,-4.684583,-0.584333,0.517811,2,2,2,1.5000,1.0000,0.5000,dual,-2.450767,-1.604299,7.487294,weak,improving,high,3,6,2026-05-03T20:30:00.072964+00:00
120,2020-08-05,AU,AUD,-4.684583,-0.584333,0.517811,2,2,2,1.5000,1.0000,0.5000,dual,-2.450767,-1.607228,-1.328337,weak,weakening,high,3,6,2026-05-03T20:30:00.072964+00:00
121,2020-08-07,AU,AUD,-4.684583,-0.584333,0.517811,2,2,2,1.5000,1.0000,0.5000,dual,-2.450767,-1.605403,-1.328337,weak,weakening,high,3,6,2026-05-03T20:30:00.072964+00:00
122,2020-08-10,AU,AUD,-4.684583,-0.584333,0.517811,2,2,2,1.5000,1.0000,0.5000,dual,-2.450767,-1.607936,-1.639132,weak,weakening,high,3,6,2026-05-03T20:30:00.072964+00:00
123,2020-08-11,AU,AUD,-4.684583,-0.584333,0.517811,2,2,2,1.5000,1.0000,0.5000,dual,-2.450767,-1.631015,-1.639132,weak,weakening,high,3,6,2026-05-03T20:30:00.072964+00:00
124,2020-08-12,AU,AUD,-4.684583,-0.584333,0.517811,2,2,2,1.5000,1.0000,0.5000,dual,-2.450767,-1.639442,-1.639132,weak,weakening,high,3,6,2026-05-03T20:30:00.072964+00:00
125,2020-08-13,AU,AUD,-4.684583,-0.440927,0.517811,2,2,2,1.5000,1.0000,0.5000,dual,-2.402965,-1.618211,-1.591330,weak,weakening,high,3,6,2026-05-03T20:30:00.072964+00:00
126,2020-08-14,AU,AUD,-4.684583,-0.440927,0.517811,2,2,2,1.5000,1.0000,0.5000,dual,-2.402965,-1.584791,-1.591330,weak,weakening,high,3,6,2026-05-03T20:30:00.072964+00:00
127,2020-08-16,AU,AUD,-4.684583,-0.440927,0.517811,2,2,2,1.5000,1.0000,0.5000,dual,-2.402965,-1.509256,-1.591330,weak,weakening,high,3,6,2026-05-03T20:30:00.072964+00:00
128,2020-08-17,AU,AUD,-4.684583,-0.440927,0.517811,2,2,2,1.5000,1.0000,0.5000,dual,-2.402965,-1.486376,-1.591330,weak,weakening,high,3,6,2026-05-03T20:30:00.072964+00:00
129,2020-08-19,AU,AUD,-4.684583,-0.440927,0.517811,2,2,2,1.5000,1.0000,0.5000,dual,-2.402965,-1.576009,-1.591330,weak,weakening,high,3,6,2026-05-03T20:30:00.072964+00:00
130,2020-08-20,AU,AUD,-4.684583,-0.440927,0.002557,2,2,2,1.5000,1.0000,0.5000,dual,-2.488841,-1.650038,-1.531016,weak,weakening,high,3,6,2026-05-03T20:30:00.072964+00:00
131,2020-08-21,AU,AUD,-4.684583,-0.440927,0.002557,2,2,2,1.5000,1.0000,0.5000,dual,-2.488841,-1.652668,-2.124916,weak,weakening,high,3,6,2026-05-03T20:30:00.072964+00:00
132,2020-08-25,AU,AUD,-4.684583,-0.440927,0.002557,2,2,2,1.5000,1.0000,0.5000,dual,-2.488841,-1.627812,-2.124916,weak,weakening,high,3,6,2026-05-03T20:30:00.072964+00:00
133,2020-08-27,AU,AUD,-4.684583,-0.440927,0.002557,2,2,2,1.5000,1.0000,0.5000,dual,-2.488841,-1.456938,-2.124916,weak,weakening,high,3,6,2026-05-03T20:30:00.072964+00:00
